rotten_tomatoes_link,movie_title,year_of_release,year_of_streaming_release,tomatometer_status,audience_status,genre_list
m/robot_and_frank,Robot & Frank,2012,2014,Certified-Fresh,Upright,"['Comedy', 'Drama', 'Science Fiction & Fantasy']"
m/robot_overlords,Robot Overlords,2015,2015,Fresh,Spilled,"['Action & Adventure', 'Science Fiction & Fantasy']"
m/robot_stories,Robot Stories,2004,2017,Fresh,Spilled,"['Comedy', 'Drama', 'Science Fiction & Fantasy']"
m/robots,Robots,2005,2015,Fresh,Spilled,"['Animation', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']"
m/robyn_hitchcock_storefront_hitchcock,Robyn Hitchcock - Storefront Hitchcock,1998,2016,Fresh,Upright,"['Documentary', 'Musical & Performing Arts']"
m/rocco_and_his_brothers,Rocco and His Brothers (Rocco e i suoi fratelli),1961,2012,Fresh,Upright,"['Art House & International', 'Classics', 'Drama']"
m/rock_a_doodle,Rock-a-Doodle,1992,2016,Rotten,Spilled,"['Action & Adventure', 'Animation', 'Kids & Family', 'Musical & Performing Arts', 'Science Fiction & Fantasy']"
m/rock_dog,Rock Dog,2017,2017,Rotten,Spilled,"['Animation', 'Comedy', 'Kids & Family']"
m/rock_n_roll_frankenstein_1999,Rock 'N' Roll Frankenstein,0,2015,Fresh,Spilled,"['Comedy', 'Horror']"
m/rock_of_ages_2012,Rock of Ages,2012,2015,Rotten,Spilled,"['Drama', 'Musical & Performing Arts']"
m/rock_rubber_45s,Rock Rubber 45s,2018,2018,Fresh,Upright,['Documentary']
m/rock_star,Rock Star,2001,2010,Rotten,Spilled,"['Comedy', 'Drama', 'Musical & Performing Arts']"
m/rock_the_bells,Rock the Bells,2007,2009,Fresh,Upright,"['Documentary', 'Musical & Performing Arts']"
m/rock_the_kasbah,Rock the Kasbah,2015,2016,Rotten,Spilled,['Drama']
m/rockabye_baby,Rock-a-Bye Baby,1958,2018,Fresh,Upright,"['Classics', 'Comedy']"
m/rockaway,Rockaway,2019,2019,Fresh,Upright,['Drama']
m/rockers,Rockers,1980,2017,Fresh,Upright,"['Action & Adventure', 'Comedy', 'Drama', 'Musical & Performing Arts']"
m/rocket_science,Rocket Science,2007,2016,Certified-Fresh,Upright,"['Art House & International', 'Comedy', 'Drama']"
m/rocket_singh_salesman_of_the_year,Rocket Singh - Salesman of the Year,2009,2018,Fresh,Upright,"['Art House & International', 'Comedy']"
m/rocketeer,The Rocketeer,1991,2016,Fresh,Upright,"['Action & Adventure', 'Drama', 'Kids & Family', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
m/rocketman_1997,RocketMan,1997,2016,Rotten,Upright,"['Comedy', 'Drama', 'Science Fiction & Fantasy']"
m/rocketman_2019,Rocketman,2019,2019,Certified-Fresh,,['Drama']
m/rocking_horse_winner,The Rocking Horse Winner,1949,2017,Fresh,Upright,"['Art House & International', 'Classics', 'Drama', 'Kids & Family', 'Mystery & Suspense']"
m/rocknrolla,RocknRolla,2008,2010,Fresh,Upright,"['Action & Adventure', 'Drama']"
m/rockos_modern_life_static_cling,Rocko's Modern Life: Static Cling,0,0,Fresh,Upright,"['Animation', 'Comedy', 'Kids & Family']"
m/rockstar_2011,Rockstar,2011,2016,Fresh,Upright,"['Musical & Performing Arts', 'Romance']"
m/rocky_balboa,Rocky Balboa,2006,2015,Certified-Fresh,Upright,['Drama']
m/rocky_horror_picture_show,The Rocky Horror Picture Show,1975,2015,Certified-Fresh,Upright,"['Classics', 'Comedy', 'Cult Movies', 'Horror', 'Musical & Performing Arts', 'Science Fiction & Fantasy']"
m/rocky_ii,Rocky II,1979,2015,Fresh,Upright,"['Action & Adventure', 'Drama']"
m/rocky_iii,Rocky III,1982,2015,Fresh,Upright,"['Action & Adventure', 'Drama']"
m/rocky_iv,Rocky IV,1985,2015,Rotten,Upright,['Drama']
m/rocky_road_to_dublin,Rocky Road to Dublin,1968,2020,Fresh,Upright,"['Documentary', 'Special Interest']"
m/rocky_v,Rocky V,1990,2015,Rotten,Spilled,"['Action & Adventure', 'Drama']"
m/rodan,Rodan,1956,2014,Fresh,Spilled,"['Drama', 'Horror', 'Science Fiction & Fantasy']"
m/rodents_of_unusual_size,Rodents of Unusual Size,2018,2019,Certified-Fresh,Upright,['Documentary']
m/rodin_2018,Rodin,2018,2018,Rotten,Spilled,"['Drama', 'Romance']"
m/rodney_king,Rodney King,2017,0,Fresh,Spilled,['Drama']
m/roger_and_me,Roger & Me,1989,2009,Fresh,Upright,"['Documentary', 'Special Interest']"
m/roger_cormans_death_race_2050,Roger Corman's Death Race 2050,0,2017,Fresh,Spilled,['Action & Adventure']
m/roger_dodger,Roger Dodger,2002,2016,Certified-Fresh,Upright,"['Comedy', 'Drama']"
m/roger_waters_the_wall,Roger Waters The Wall,2015,2016,Fresh,Upright,"['Documentary', 'Musical & Performing Arts']"
m/rogue_2020,Rogue,2020,2020,Fresh,Spilled,"['Action & Adventure', 'Mystery & Suspense']"
m/rogue_one_a_star_wars_story,Rogue One: A Star Wars Story,2016,2017,Certified-Fresh,Upright,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']"
m/role_models,Role Models,2008,2015,Certified-Fresh,Upright,['Comedy']
m/roll_bounce,Roll Bounce,2005,2016,Fresh,Upright,"['Comedy', 'Drama']"
m/rollerball,Rollerball,1975,2017,Fresh,Upright,"['Action & Adventure', 'Science Fiction & Fantasy']"
m/rollerball_2002,Rollerball,2002,2016,Rotten,Spilled,"['Action & Adventure', 'Science Fiction & Fantasy']"
m/rollercoaster,Rollercoaster,0,0,Rotten,,['Horror']
m/rolling_family,Rolling Family,2006,2006,Rotten,Upright,"['Art House & International', 'Comedy', 'Drama']"
m/rolling_thunder_revue_a_bob_dylan_story_by_martin_scorsese,Rolling Thunder Revue: A Bob Dylan Story By Martin Scorsese,0,2019,Certified-Fresh,Upright,['Documentary']
m/rollover,Rollover,1981,2009,Fresh,Spilled,"['Drama', 'Mystery & Suspense', 'Romance']"
m/roma_2018,Roma,2018,2018,Certified-Fresh,Upright,['Drama']
m/roman_de_gare,Roman de gare,2007,2017,Certified-Fresh,Upright,"['Drama', 'Mystery & Suspense']"
m/roman_holiday,Roman Holiday,1953,2014,Certified-Fresh,Upright,"['Classics', 'Comedy', 'Drama', 'Romance']"
m/roman_j_israel_esq,"Roman J. Israel, Esq.",2017,2018,Rotten,Spilled,['Drama']
m/roman_polanski_wanted_and_desired,Roman Polanski: Wanted and Desired,2008,2016,Certified-Fresh,Upright,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/romance_and_cigarettes,Romance & Cigarettes,2007,2017,Rotten,Spilled,"['Art House & International', 'Comedy', 'Musical & Performing Arts', 'Romance']"
m/romance_on_the_high_seas,Romance on the High Seas,1948,2014,Fresh,Upright,"['Classics', 'Comedy', 'Musical & Performing Arts', 'Romance']"
m/romancing_the_stone,Romancing the Stone,1984,2015,Certified-Fresh,Upright,['Action & Adventure']
m/romantico,Romántico,2006,2016,Fresh,Upright,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/romantics_anonymous,Romantics Anonymous,2011,2016,Fresh,Upright,"['Art House & International', 'Comedy', 'Romance']"
m/romeo_and_juliet_2012,Romeo and Juliet,2013,0,Rotten,Spilled,"['Drama', 'Romance']"
m/romeo_and_juliet_2014,Romeo And Juliet (Broadway Hd),2014,0,Fresh,,"['Musical & Performing Arts', 'Special Interest']"
m/romeo_and_juliet_in_yiddish,Romeo & Juliet in Yiddish,2011,2016,Fresh,,"['Comedy', 'Drama']"
m/romeo_and_juliet_sealed_with_a_kiss,Romeo and Juliet: Sealed With a Kiss,2006,2017,Rotten,Spilled,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/romeo_is_bleeding,Romeo Is Bleeding,1993,2017,Rotten,Upright,"['Action & Adventure', 'Art House & International', 'Comedy', 'Drama', 'Mystery & Suspense']"
m/romeo_must_die,Romeo Must Die,2000,2008,Rotten,Upright,['Action & Adventure']
m/romero,Romero,1989,2015,Fresh,Upright,['Drama']
m/romper_stomper,Romper Stomper,1993,2017,Fresh,Upright,['Drama']
m/romulus_my_father,"Romulus, My Father",2008,2016,Rotten,Upright,['Drama']
m/romy_and_micheles_high_school_reunion,Romy and Michele's High School Reunion,1997,2015,Fresh,Upright,['Comedy']
m/rondo_2018,Rondo,2018,2019,Fresh,Spilled,['Mystery & Suspense']
m/ronin,Ronin,1998,2016,Fresh,Upright,"['Action & Adventure', 'Mystery & Suspense']"
m/rookie_of_the_year,Rookie of the Year,0,2015,Rotten,Spilled,"['Comedy', 'Kids & Family', 'Science Fiction & Fantasy']"
m/room_2015,Room,2015,2016,Certified-Fresh,Upright,['Drama']
m/room_237_2012,Room 237,2013,2016,Certified-Fresh,Spilled,"['Documentary', 'Horror', 'Television']"
m/room_6,Room 6,2006,2017,Rotten,Spilled,"['Horror', 'Mystery & Suspense']"
m/room_for_rent,Room For Rent,0,2018,Fresh,Spilled,"['Comedy', 'Mystery & Suspense']"
m/room_for_rent_2019,Room for Rent,0,2019,Fresh,Spilled,"['Horror', 'Mystery & Suspense']"
m/roommates,Roommates,1995,2016,Rotten,Spilled,['Comedy']
m/rooster-cogburn,Rooster Cogburn,1975,2014,Rotten,Upright,"['Action & Adventure', 'Western']"
m/rope,Rope,1948,2016,Certified-Fresh,Upright,"['Classics', 'Drama', 'Mystery & Suspense']"
m/rory_oshea_was_here,Rory O'Shea Was Here,2005,2014,Rotten,Upright,"['Art House & International', 'Comedy', 'Drama']"
m/rory_scovel_tries_stand_up_for_the_first_time,Rory Scovel Tries Stand-up For The First Time,0,0,Fresh,,['Comedy']
m/rose_marie_1936,Rose Marie,1936,2017,Fresh,Upright,"['Action & Adventure', 'Classics', 'Comedy', 'Drama', 'Musical & Performing Arts', 'Western', 'Romance']"
m/rose_tattoo,The Rose Tattoo,1955,2016,Fresh,Upright,"['Classics', 'Drama', 'Romance']"
m/roseanne_for_president,Roseanne for President!,2016,2016,Fresh,Spilled,"['Comedy', 'Documentary']"
m/rosemarys_baby,Rosemary's Baby,1968,2013,Certified-Fresh,Upright,"['Classics', 'Horror', 'Mystery & Suspense']"
m/rosencrantz_and_guildenstern_are_dead,Rosencrantz and Guildenstern Are Dead,1991,2016,Fresh,Upright,"['Art House & International', 'Comedy', 'Drama']"
m/rosencrantz_and_guildenstern_are_undead,Rosencrantz and Guildenstern Are Undead,2010,2017,Rotten,Spilled,"['Comedy', 'Horror']"
m/rosenstrasse,Rosenstrasse,2004,2017,Rotten,Upright,"['Art House & International', 'Drama']"
m/rosewater,Rosewater,2014,2015,Certified-Fresh,Upright,['Drama']
m/rosewood,Rosewood,1997,2009,Certified-Fresh,Upright,"['Action & Adventure', 'Drama']"
m/rough_night,Rough Night,2017,2017,Rotten,Spilled,['Comedy']
m/round_midnight,'Round Midnight,1986,2001,Fresh,Upright,"['Drama', 'Musical & Performing Arts']"
m/roustabout,Roustabout,1964,2017,Rotten,Spilled,"['Classics', 'Musical & Performing Arts', 'Romance']"
m/roving_mars,Roving Mars,2006,2016,Fresh,Upright,"['Documentary', 'Special Interest']"
m/roxanne,Roxanne,1987,2016,Certified-Fresh,Upright,"['Comedy', 'Romance']"
m/roxanne_roxanne,Roxanne Roxanne,0,2018,Fresh,Upright,['Drama']
m/roxie_hart,Roxie Hart,0,2017,Fresh,Spilled,"['Classics', 'Comedy', 'Musical & Performing Arts']"
m/royal_wedding,Royal Wedding,1951,2014,Fresh,Upright,"['Classics', 'Comedy', 'Musical & Performing Arts', 'Romance']"
m/rubber,Rubber,2011,2016,Fresh,Spilled,"['Comedy', 'Drama', 'Horror']"
m/ruby_bridges,Ruby Bridges,1997,2017,Fresh,Upright,"['Documentary', 'Drama', 'Kids & Family', 'Television']"
m/ruby_sparks,Ruby Sparks,2012,2015,Certified-Fresh,Upright,"['Comedy', 'Drama']"
m/rudderless,Rudderless,2014,2016,Fresh,Upright,['Drama']
m/rudo_y_cursi,Rudo y Cursi,2009,2012,Fresh,Upright,"['Comedy', 'Drama']"
m/rudolph_and_frosty_christmas_in_july,Rudolph and Frosty: Christmas in July,1979,2015,Rotten,Spilled,"['Animation', 'Kids & Family']"
m/rudy,Rudy,1993,2012,Certified-Fresh,Upright,"['Drama', 'Kids & Family']"
m/rugrats_go_wild,Rugrats Go Wild,2003,2013,Rotten,Spilled,"['Animation', 'Comedy', 'Kids & Family']"
m/rugrats_in_paris,Rugrats in Paris - The Movie,2000,2013,Certified-Fresh,Spilled,"['Animation', 'Kids & Family']"
m/rugrats_movie,The Rugrats Movie,1998,2013,Rotten,Spilled,"['Animation', 'Kids & Family', 'Television']"
m/ruin_me,Ruin Me,0,2019,Fresh,Spilled,['Horror']
m/rules_dont_apply,Rules Don't Apply,2016,2017,Rotten,Spilled,"['Comedy', 'Drama', 'Romance']"
m/rules_of_attraction,The Rules of Attraction,2002,2016,Rotten,Upright,"['Comedy', 'Drama']"
m/rules_of_engagement,Rules of Engagement,2000,2013,Rotten,Spilled,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
m/rumble_fish,Rumble Fish,1983,2015,Fresh,Upright,['Drama']
m/rumble_in_the_bronx,Rumble in the Bronx,1995,2008,Certified-Fresh,Upright,"['Action & Adventure', 'Art House & International', 'Comedy']"
m/rumble_the_indians_who_rocked_the_world,RUMBLE: The Indians Who Rocked the World,2017,2017,Certified-Fresh,Upright,"['Art House & International', 'Documentary']"
m/rumor_has_it,Rumor Has It,2005,2015,Rotten,Spilled,['Comedy']
m/run-for-cover,Run for Cover,1995,2016,Fresh,Upright,"['Action & Adventure', 'Mystery & Suspense']"
m/run_all_night,Run All Night,2015,2015,Rotten,Spilled,['Mystery & Suspense']
m/run_and_jump_2013,Run & Jump,2014,2017,Fresh,Spilled,['Drama']
m/run_for_the_money,Run for the Money,2002,2017,Rotten,Spilled,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
m/run_lola_run,Run Lola Run,1999,2016,Certified-Fresh,Upright,"['Action & Adventure', 'Art House & International', 'Drama', 'Mystery & Suspense']"
m/run_of_the_country,The Run of the Country,1995,2016,Rotten,Upright,"['Drama', 'Romance']"
m/run_ronnie_run,Run Ronnie Run!,2002,2014,Fresh,Upright,['Comedy']
m/run_silent_run_deep,"Run Silent, Run Deep",1958,2016,Fresh,Upright,"['Action & Adventure', 'Classics', 'Drama']"
m/run_the_race,Run the Race,2019,2019,Rotten,Upright,"['Drama', 'Sports & Fitness']"
m/run_the_tide_2016,Run the Tide,2016,2017,Rotten,Spilled,['Drama']
m/run_this_town,Run This Town,2020,2020,Rotten,Spilled,['Drama']
m/run_with_the_hunted,Run with the Hunted,0,2020,Rotten,Spilled,['Drama']
m/runaway_bride,Runaway Bride,1999,2013,Rotten,Spilled,"['Comedy', 'Drama', 'Romance']"
m/runaway_jury,Runaway Jury,2003,2015,Fresh,Upright,"['Drama', 'Mystery & Suspense']"
m/runaway_train,Runaway Train,1985,2016,Fresh,Upright,"['Action & Adventure', 'Drama']"
m/rundskop_2012,Rundskop (Bullhead),2012,2016,Certified-Fresh,Upright,"['Art House & International', 'Drama']"
m/runner_runner,Runner Runner,2013,2015,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
m/runnin_down_a_dream_tom_petty_and_the_heartbreakers,Runnin' Down a Dream: Tom Petty and the Heartbreakers,2008,2016,Fresh,Upright,"['Documentary', 'Musical & Performing Arts']"
m/running_from_crazy,Running From Crazy,2013,2016,Rotten,Spilled,"['Documentary', 'Special Interest', 'Sports & Fitness']"
m/running_man,The Running Man,1987,2014,Fresh,Upright,"['Action & Adventure', 'Science Fiction & Fantasy']"
m/running_on_empty,Running on Empty,1988,2012,Fresh,Upright,"['Drama', 'Musical & Performing Arts']"
m/running_with_scissors,Running With Scissors,2006,2012,Rotten,Spilled,"['Comedy', 'Drama']"
m/running_with_the_devil_2019,Running with the Devil,2019,2019,Rotten,Spilled,['Drama']
m/runoff_2015,Runoff,2015,2015,Fresh,Upright,['Drama']
m/rupture_2017,Rupture,2017,2017,Rotten,Spilled,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
m/rush_2013,Rush,2013,2014,Certified-Fresh,Upright,"['Action & Adventure', 'Drama']"
m/rush_beyond_the_lighted_stage,Rush: Beyond the Lighted Stage,2010,2016,Fresh,Upright,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/rush_hour,Rush Hour,1998,2008,Fresh,Upright,"['Action & Adventure', 'Comedy']"
m/rush_hour_2,Rush Hour 2,2001,2011,Rotten,Upright,"['Action & Adventure', 'Comedy']"
m/rush_hour_3,Rush Hour 3,2007,2010,Rotten,Upright,"['Action & Adventure', 'Comedy']"
m/rushlights,Rushlights,2013,2014,Rotten,Upright,"['Drama', 'Mystery & Suspense', 'Romance']"
m/rushmore,Rushmore,1998,2014,Certified-Fresh,Upright,['Comedy']
m/russell_mulcahys_tale_of_the_mummy,Russell Mulcahy's Tale of the Mummy,1999,2017,Rotten,Spilled,"['Action & Adventure', 'Horror', 'Science Fiction & Fantasy']"
m/russia_house,The Russia House,1990,2017,Fresh,Spilled,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
m/russian_dolls,Russian Dolls (Les Poupées Russes),2006,2016,Fresh,Upright,"['Art House & International', 'Comedy', 'Romance']"
m/russians_are_coming_the_russians_are_coming,"The Russians Are Coming, the Russians Are Coming",1966,2017,Fresh,Upright,"['Classics', 'Comedy', 'Drama']"
m/russkies,Russkies,1987,2016,Rotten,Spilled,"['Action & Adventure', 'Comedy', 'Drama']"
m/rust_creek,Rust Creek,2019,2019,Certified-Fresh,Upright,"['Drama', 'Mystery & Suspense']"
m/rustlers_rhapsody,Rustlers' Rhapsody,1985,2016,Rotten,Upright,"['Comedy', 'Musical & Performing Arts', 'Western']"
m/ruthless_people,Ruthless People,1986,2015,Fresh,Upright,['Comedy']
m/rv,RV,2006,2014,Rotten,Spilled,"['Action & Adventure', 'Comedy', 'Kids & Family']"
m/ryans_daughter,Ryan's Daughter,1970,2016,Rotten,Upright,"['Drama', 'Romance']"
m/s_darko_a_donnie_darko_tale,S. Darko: A Donnie Darko Tale,2009,2015,Rotten,Spilled,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
m/s_man,S&Man,2010,0,Fresh,Spilled,"['Documentary', 'Horror', 'Special Interest', 'Television']"
m/s_vhs,V/H/S/2,2013,2016,Fresh,Spilled,"['Horror', 'Mystery & Suspense']"
m/sabans_power_rangers,Saban's Power Rangers,2017,2017,Rotten,Upright,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']"
m/sabotage_2012,Sabotage,2014,0,Rotten,Spilled,"['Action & Adventure', 'Mystery & Suspense']"
m/saboteur,Saboteur,1942,2014,Fresh,Upright,"['Classics', 'Mystery & Suspense']"
m/sabretooth,Sabretooth,2002,2020,Rotten,Spilled,"['Action & Adventure', 'Drama', 'Horror', 'Science Fiction & Fantasy']"
m/sacco_and_vanzetti,Sacco and Vanzetti,2007,2017,Fresh,Upright,['Documentary']
m/sacred,Sacred,2017,2019,Fresh,,['Documentary']
m/sacred-stage---the-mariinsky-theater,Sacred Stage: The Mariinski Theater,2005,0,Rotten,,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/saddest_music_in_the_world,The Saddest Music in the World,2004,2017,Certified-Fresh,Upright,"['Comedy', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/sadist,The Sadist,0,2015,Fresh,Upright,"['Classics', 'Horror', 'Mystery & Suspense']"
m/safe,Safe,1995,2020,Certified-Fresh,Upright,"['Drama', 'Mystery & Suspense']"
m/safe_2011,Safe,2012,2015,Rotten,Spilled,"['Action & Adventure', 'Drama']"
m/safe_haven,Safe Haven,2013,2013,Rotten,Upright,"['Drama', 'Special Interest', 'Romance']"
m/safe_house_2012,Safe House,2012,2015,Rotten,Upright,"['Action & Adventure', 'Mystery & Suspense']"
m/safe_men,Safe Men,1998,2017,Rotten,Spilled,"['Action & Adventure', 'Comedy']"
m/safelight,Safelight,2015,2016,Rotten,Spilled,['Drama']
m/safety_last,Safety Last!,1923,2017,Fresh,Upright,"['Action & Adventure', 'Classics', 'Comedy']"
m/safety_not_guaranteed,Safety Not Guaranteed,2012,2014,Certified-Fresh,Upright,"['Comedy', 'Drama']"
m/sagrada_the_mystery_of_creation,Sagrada: The Mystery of Creation,2014,2017,Rotten,Upright,"['Documentary', 'Special Interest']"
m/sailor_who_fell_from_grace_with_the_sea,The Sailor Who Fell From Grace With the Sea,1976,2016,Fresh,Spilled,"['Art House & International', 'Drama']"
m/saint,The Saint,1997,2016,Rotten,Upright,"['Action & Adventure', 'Romance']"
m/saint-misbehavin-the-wavy-gravy-movie,Saint Misbehavin': The Wavy Gravy Movie,2010,2017,Fresh,Upright,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/saint_frances,Saint Frances,2020,2020,Certified-Fresh,Upright,"['Comedy', 'Drama', 'Romance']"
m/saint_jack,Saint Jack,1979,2018,Fresh,Upright,"['Action & Adventure', 'Art House & International', 'Drama']"
m/saint_john_of_las_vegas,Saint John of Las Vegas,2010,2017,Rotten,Spilled,"['Comedy', 'Drama']"
m/saint_laurent,Saint Laurent,2015,2016,Fresh,Spilled,"['Art House & International', 'Drama', 'Special Interest']"
